Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note
P8080169.JPG,2025-08-08,Region,189,0,1,1153.8,1946.0,90.2,503.57,0.0,
P8080169.JPG,2025-08-08,Region,190,1,2,1111.7,1638.2,90.6,488.68,0.0,
P8080169.JPG,2025-08-08,Region,191,2,3,1143.0,1326.7,98.8,575.09,0.0,
P8080169.JPG,2025-08-08,Region,192,3,4,1131.3,1043.8,101.1,611.56,0.0,
P8080169.JPG,2025-08-08,Region,193,4,5,1122.8,753.5,85.5,441.11,0.0,
P8080169.JPG,2025-08-08,Region,194,5,6,1164.6,437.0,82.6,396.92,0.0,
P8080169.JPG,2025-08-08,Region,195,6,7,1461.9,454.6,97.3,653.95,0.0,
P8080169.JPG,2025-08-08,Region,196,7,8,1438.7,764.0,110.1,746.08,0.0,
P8080169.JPG,2025-08-08,Region,197,8,9,1429.3,1067.8,98.5,621.79,0.0,
P8080169.JPG,2025-08-08,Region,198,9,10,1442.8,1352.5,102.7,644.9,0.0,
P8080169.JPG,2025-08-08,Region,199,10,11,2053.5,1976.1,99.0,505.43,0.0,
P8080169.JPG,2025-08-08,Region,200,11,12,2042.5,1647.2,94.8,586.43,0.0,
P8080169.JPG,2025-08-08,Region,201,12,13,2041.5,1358.9,96.6,570.0,0.0,
P8080169.JPG,2025-08-08,Region,202,13,14,2017.9,1058.9,105.8,641.75,0.0,
P8080169.JPG,2025-08-08,Region,203,14,15,2056.5,762.1,104.7,711.61,0.0,
P8080169.JPG,2025-08-08,Region,204,15,16,2051.5,447.0,100.2,590.32,0.0,
P8080169.JPG,2025-08-08,Region,205,16,17,2357.8,472.4,106.9,653.24,0.0,
P8080169.JPG,2025-08-08,Region,206,17,18,2372.8,772.3,81.8,428.41,0.0,
P8080169.JPG,2025-08-08,Region,207,18,19,2361.5,1052.3,85.3,362.53,0.0,
P8080169.JPG,2025-08-08,Region,208,19,20,2354.2,1398.2,109.0,711.33,0.0,
P8080169.JPG,2025-08-08,Region,209,20,21,2904.5,1992.1,105.3,646.18,0.0,
P8080169.JPG,2025-08-08,Region,210,21,22,2934.6,1664.8,93.9,546.1,0.0,
P8080169.JPG,2025-08-08,Region,211,22,23,2922.6,1373.3,102.7,646.33,0.0,
P8080169.JPG,2025-08-08,Region,212,23,24,2924.7,1083.7,97.4,601.95,0.0,
P8080169.JPG,2025-08-08,Region,213,24,25,2925.1,760.3,106.8,654.16,0.0,
P8080169.JPG,2025-08-08,Region,214,25,26,2924.9,466.0,112.9,703.89,0.0,
P8080169.JPG,2025-08-08,Region,215,26,27,3261.4,465.1,110.4,624.56,0.0,
P8080169.JPG,2025-08-08,Region,216,27,28,3228.3,761.7,105.1,656.01,0.0,
P8080169.JPG,2025-08-08,Region,217,28,29,3247.8,1068.1,114.8,742.44,0.0,
P8080169.JPG,2025-08-08,Region,218,29,30,3206.8,1377.8,104.9,690.54,0.0,
