Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note
P7180141.JPG,2025-07-18,Region,90,0,1,1167.4,2229.7,58.9,205.73,0.0,
P7180141.JPG,2025-07-18,Region,91,1,2,1140.6,1917.5,53.6,160.48,0.0,
P7180141.JPG,2025-07-18,Region,92,2,3,1161.6,1606.0,62.3,192.79,0.0,
P7180141.JPG,2025-07-18,Region,93,3,4,1132.5,1318.0,49.0,139.8,0.0,
P7180141.JPG,2025-07-18,Region,94,4,5,1143.3,1039.7,49.8,135.86,0.0,
P7180141.JPG,2025-07-18,Region,95,5,6,1185.5,724.1,50.7,142.47,0.0,
P7180141.JPG,2025-07-18,Region,96,6,7,1483.4,720.5,41.9,105.84,0.0,
P7180141.JPG,2025-07-18,Region,97,7,8,1485.4,1016.3,40.2,95.82,0.0,
P7180141.JPG,2025-07-18,Region,98,8,9,1464.8,1315.4,48.2,141.81,0.0,
P7180141.JPG,2025-07-18,Region,99,9,10,1449.4,1617.9,56.9,149.15,0.0,
P7180141.JPG,2025-07-18,Region,100,10,11,1899.7,2251.6,52.3,162.95,0.0,
P7180141.JPG,2025-07-18,Region,101,11,12,1899.0,1954.5,52.7,134.25,0.0,
P7180141.JPG,2025-07-18,Region,102,12,13,1901.3,1636.7,61.0,181.25,0.0,
P7180141.JPG,2025-07-18,Region,103,13,14,1880.7,1354.5,60.1,182.95,0.0,
P7180141.JPG,2025-07-18,Region,104,14,15,1909.2,1027.5,56.6,173.6,0.0,
P7180141.JPG,2025-07-18,Region,105,15,16,1912.3,726.7,61.9,208.13,0.0,
P7180141.JPG,2025-07-18,Region,106,16,17,2191.3,732.0,59.7,198.5,0.0,
P7180141.JPG,2025-07-18,Region,107,17,18,2186.3,1043.5,59.6,207.35,0.0,
P7180141.JPG,2025-07-18,Region,108,18,19,2214.0,1327.9,51.6,141.23,0.0,
P7180141.JPG,2025-07-18,Region,109,19,20,2217.5,1647.6,52.1,142.89,0.0,
P7180141.JPG,2025-07-18,Region,110,20,21,2803.8,2250.4,55.7,187.63,0.0,
P7180141.JPG,2025-07-18,Region,111,21,22,2783.9,1936.6,66.1,224.48,0.0,
P7180141.JPG,2025-07-18,Region,112,22,23,2794.0,1622.1,61.1,199.12,0.0,
P7180141.JPG,2025-07-18,Region,113,23,24,2807.2,1315.9,67.4,239.16,0.0,
P7180141.JPG,2025-07-18,Region,114,24,25,2783.8,1016.3,60.0,207.66,0.0,
P7180141.JPG,2025-07-18,Region,115,25,26,2753.7,730.4,47.4,128.23,0.0,
P7180141.JPG,2025-07-18,Region,116,26,27,3076.1,736.5,52.2,157.0,0.0,
P7180141.JPG,2025-07-18,Region,117,27,28,3098.7,1041.4,63.1,231.7,0.0,
P7180141.JPG,2025-07-18,Region,118,28,29,3131.2,1332.8,54.5,165.52,0.0,
P7180141.JPG,2025-07-18,Region,119,29,30,3104.4,1639.5,69.4,265.57,0.0,
